word,meaning,partOfSpeech,example,leapPart,leapNumber,tags
frighten,～を怯えさせる,他動詞,,Part1,370,
regret,①～を後悔する ②（to do）残念ながら～しないといけない ③後悔,他動詞,,Part1,371,
favor,①親切な行為 ②支持,名詞,,Part1,372,
interest,①関心 ②（―s）利益 ③（銀行などの）利子,名詞,,Part1,373,
pity,①残念なこと〈可算〉 ②哀れみ〈不可算〉,名詞,,Part1,374,
due,①（due to （名詞））（名詞）が原因で ②締め切りの ③到着［出産］予定の,形容詞,,Part1,375,
reason,①理由 ②理性 ③～を推理する ④思考する，判断する,名詞,,Part1,376,
result,①結果 ②（in ～）結果として（～に）なる ③（from ～）（～の）結果として生じる,名詞,,Part1,377,
effect,効果，影響，結果,名詞,,Part1,378,
influence,①影響（力)②～に影響を与える,名詞,,Part1,379,
end,（end up doing）結局～することになる ②端、終わり ③（最終的な）目的,自動詞,,Part1,380,
cause,①～を引き起こす ②原因,他動詞,,Part1,381,
affect,（直接的に）～に影響を与える，作用する,他動詞,,Part1,382,
way,①方法 ②（in ～ way）（～の）点（で)③道 ④はるかに,名詞,,Part1,383,
manner,①方法 ②流儀，態度 ③（―s）マナー,名詞,,Part1,384,
purpose,目的,名詞,,Part1,385,
sake,①（for ～）ため ②日本酒,名詞,,Part1,386,
right,①（場所や時の副詞（句）を修飾して）ちょうど ②正しい，適切な ③右の ④（to ～）（～の）権利,副詞,,Part1,387,
complete,①完全な ②～を完成させる,形容詞,,Part1,388,
hardly,①（程度）ほとんど～ない ②（― ever）めったに～ない,副詞,,Part1,389,
almost,ほとんど,副詞,,Part1,390,
partly,ある程度，部分的に,副詞,,Part1,391,
indeed,①（強調として）実際に，本当に ②（but を伴って）確かに～,副詞,,Part1,392,
even,①さえも ②（比較級の前で）さらに ③偶数の ④均一の ⑤（数字が）ちょうどの,副詞,,Part1,393,
exactly,①正確に ②〈会話で〉そのとおり,副詞,,Part1,394,
gradually,徐々に,副詞,,Part1,395,
therefore,それゆえに,副詞,,Part1,396,
instead,①代わりに ②（of ～）（～の）代わりに,副詞,,Part1,397,
until,①～まで（ずっと)②～まで（ずっと）,前置詞,,Part1,398,
besides,①～に加えて ②おまけに,前置詞,,Part1,399,
except,①～を除いて ②（for ～）（～を）除いて,前置詞,,Part1,400,
debate,①討論 ②～を討論する,名詞,,Part2,401,
criticize,～を批判する,他動詞,,Part2,402,
accuse,①～を非難する ②～を告訴する,他動詞,,Part2,403,
insist,①（on ～）（～と）言い張る，（強く）主張する ②～と主張する、を求める,自動詞,,Part2,404,
object,①（to ～）（～に）反対する ②物 ③目的 ④（嘲笑，欲望などの）対象,自動詞,,Part2,405,
protest,①（against ～）（～に対して）抗議する ②抗議,自動詞,,Part2,406,
controversial,論争を招く，物議をかもす,形容詞,,Part2,407,
bound,①（to do）きっと～（する，～する［である］に違いない)②（for ～）～行きで,形容詞,,Part2,408,
bet,①（that SV）きっと～だと思う ②～を賭ける,他動詞,,Part2,409,
demand,①～を（強く）要求する ②（for ～）（～への）要求，需要,他動詞,,Part2,410,
desire,①願望 ②～を強く望む,名詞,,Part2,411,
praise,①（A for B）（A）を（B のことで）褒める，称える ②賞賛,他動詞,,Part2,412,
honor,①名誉，栄誉 ②～を敬う,名詞,,Part2,413,
chat,①おしゃべりする ②おしゃべり,自動詞,,Part2,414,
refer,（to ～）①（人が主語）（～に）言及する，参照する ②（物が主語）（～を）示す,自動詞,,Part2,415,
mention,～について述べる，言及する,他動詞,,Part2,416,
convey,①～を伝える ②（乗客，音，病気など）を運ぶ,他動詞,,Part2,417,
demonstrate,～を（はっきり）示す，実演する,他動詞,,Part2,418,
emphasize,～を強調する,他動詞,,Part2,419,
exaggerate,①～を誇張する ②誇張する，大げさに言う,他動詞,,Part2,420,
reply,①（to ～）（～に）返事をする，答える ②返事，答え,自動詞,,Part2,421,
respond,①（to ～）（手紙や問いなどに）返答する ②（to ～）（～に）対応する，反応する,自動詞,,Part2,422,
whisper,①ささやく ②ささやき（声）,自動詞,,Part2,423,
remark,①発言 ②～と発言する,名詞,,Part2,424,
observe,①～を観察する ②（that SV）（気づいたことを）～と述べる ③（規則など）を遵守する ④（記念日など）を祝う,他動詞,,Part2,425,
theory,①理論 ②（学）説,名詞,,Part2,426,
analysis,分析,名詞,,Part2,427,
phenomenon,①現象 ②特異なもの，天才（①②ともに<可算>）,名詞,,Part2,428,
device,装置<可算>,名詞,,Part2,429,
experiment,①実験 ②実験する,名詞,,Part2,430,
chemical,①（通例 ―s）化学物質 ②化学の,名詞,,Part2,431,
fuel,①燃料 ②（感情など）を大きくする,名詞,,Part2,432,
nuclear,原子力の，核の,形容詞,,Part2,433,
statistics,①統計（値）〈複数扱い〉 ②統計学〈不可算〉,名詞,,Part2,434,
pursue,①～を追求する，続ける ②～を追跡する,他動詞,,Part2,435,
accomplish,～をやり遂げる,他動詞,,Part2,436,
overcome,～を克服する,他動詞,,Part2,437,
fulfill,①（義務，願望など）を果たす ②（必要など）を満たす,他動詞,,Part2,438,
devote,（A to B)（A）を（B に）ささげる,他動詞,,Part2,439,
strive,努力する,自動詞,,Part2,440,
aim,①狙う ②（―ed at ～）～向けだ ③狙い，目的,自動詞,,Part2,441,
challenge,①難問，課題<可算> ②～に異議を唱える,名詞,,Part2,442,
trial,①試み ②裁判 ③試練,名詞,,Part2,443,
dizzy,めまいがして,形容詞,,Part2,444,
appetite,食欲,名詞,,Part2,445,
starve,①餓死する ②（be ―ing）とてもお腹が空いている,自動詞,,Part2,446,
mental,①精神の ②知力の,形容詞,,Part2,447,
rest,①休憩 ②（the ―）残り ③（横になったりして）休む ④（on ～）（～）次第だ ⑤～を休ませる,名詞,,Part2,448,
surgery,①手術 ②外科（①②ともに〈不可算〉),名詞,,Part2,449,
disease,病気,名詞,,Part2,450,
stomachache,腹痛,名詞,,Part2,451,
symptom,①（通例 ―s）症状 ②兆候,名詞,,Part2,452,
cancer,①がん ②（C―）かに座,名詞,,Part2,453,
ambulance,救急車,名詞,,Part2,454,
recover,①（from ～）（～から）回復する ②（盗品など）を取り戻す,自動詞,,Part2,455,
sore,①（のどや筋肉が）痛い ②（話題など）触れてほしくない，心が痛む,形容詞,,Part2,456,
swell,①（手足などが）腫れる ②（風船，費用などが）膨らむ,自動詞,,Part2,457,
cough,①咳をする ②咳〈可算〉,自動詞,,Part2,458,
bleed,出血する,自動詞,,Part2,459,
faint,①（色，光などが）かすかな ②気絶する ③気絶,形容詞,,Part2,460,
exhaust,①～を疲れ果てさせる ②～を使い果たす ③排出，排気ガス,他動詞,,Part2,461,
cure,①～を治療する ②治療法,他動詞,,Part2,462,
disabled,①障がいのある ②（the ―）（集合的に）障がいのある人,形容詞,,Part2,463,
stiff,①（筋肉などが）凝った，（動かすと）痛い ②堅い,形容詞,,Part2,464,
muscle,筋肉,名詞,,Part2,465,
tongue,①舌 ②言語，言葉 ③（have a ～ tongue）話し方,名詞,,Part2,466,
sense,①感覚 ②分別 ③（言葉の）意味 ④（何となく）～を感じる,名詞,,Part2,467,
sweat,①汗（通例〈不可算〉)②汗をかく,名詞,,Part2,468,
gender,性，性別,名詞,,Part2,469,
nationality,国籍,名詞,,Part2,470,
citizen,①市民 ②国民,名詞,,Part2,471,
civil,①（一般）市民の ②国内の ③礼儀正しい,形容詞,,Part2,472,
racial,人種の，民族の,形容詞,,Part2,473,
rural,田舎の,形容詞,,Part2,474,
domestic,①国内の ②家庭内の,形容詞,,Part2,475,
global,（全）世界的な,形容詞,,Part2,476,
suburb,（通例the ―s）郊外,名詞,,Part2,477,
border,①国境（地帯），境界 ②～を縁取る,名詞,,Part2,478,
burden,重荷，負担,名詞,,Part2,479,
impact,①（on ～）（～への）影響 ②（物体間の）衝撃 ③（on ～）（～に）影響を及ぼす,名詞,,Part2,480,
status,①地位 ②（特定の時点の）状況,名詞,,Part2,481,
equal,①（to ～）（～に）等しい，平等な ②～に等しい,形容詞,,Part2,482,
relationship,①関係 ②親密な関係 （①②ともに〈可算〉）,名詞,,Part2,483,
reputation,（人，物の）評判〈可算〉,名詞,,Part2,484,
trend,①（世の中の）風潮，傾向 ②流行,名詞,,Part2,485,
service,①（政府あるいは企業による）事業，制度 ②（電車，バスの）便 ③サービス，接客〈不可算〉,名詞,,Part2,486,
religion,宗教,名詞,,Part2,487,
moral,①道徳的な ②（物語の）教訓 ③（―s）道徳,形容詞,,Part2,488,
standard,①基準，水準 ②標準の,名詞,,Part2,489,
prosperity,繁栄,名詞,,Part2,490,
crisis,危機,名詞,,Part2,491,
prejudice,①偏見，先入観 ②～に偏見をもたせる,名詞,,Part2,492,
discrimination,①差別 ②識別（①②ともに<不可算>）,名詞,,Part2,493,
charity,①慈善（事業）〈不可算〉 ②慈善団体〈可算〉 ③（形容詞的に）慈善のための,名詞,,Part2,494,
benefit,①恩恵 ②（―s）手当 ③（from ～）（～から）恩恵を得る ④～に恩恵を与える,名詞,,Part2,495,
welfare,①福祉 ②（健康なども含めた）幸福 ③生活保護（①②③いずれも<不可算>）,名詞,,Part2,496,
community,（地域）社会，共同体（の人々）<可算>,名詞,,Part2,497,
individual,①個人，個体 ②個人の，個々の,名詞,,Part2,498,
official,①役人，役員 ②公式の,名詞,,Part2,499,
immigrant,（外国からの）移民,名詞,,Part2,500,
volunteer,①ボランティア ②（to do）（～することを）自発的に申し出る,名詞,,Part2,501,
interact,（with～）（～と）交流する、相互作用する,自動詞,,Part2,502,
contribute,（to ～）①（～に）貢献する ②（～の）一因となる ③（A to B）（A）を（B に）寄付する，提供する,自動詞,,Part2,503,
abolish,～を廃止する,他動詞,,Part2,504,
impose,（A on B）（A）を（B に）課す，押しつける,他動詞,,Part2,505,
access,①利用する権利 ②（場所への）接近方法,名詞,,Part2,506,
duty,①義務 ②関税,名詞,,Part2,507,
responsible,①（人が主語）責任がある ②（物が主語）原因となっている,形容詞,,Part2,508,
policy,①政策 ②方針 ③保険契約，約款,名詞,,Part2,509,
elect,～を（選挙で）選ぶ,他動詞,,Part2,510,
industry,①工業 ②（the ～ industry）産業，業界 ③勤勉,名詞,,Part2,511,
income,収入,名詞,,Part2,512,
profit,利益，利潤,名詞,,Part2,513,
tax,税金（〈米〉→〈可算〉 〈英〉→〈不可算〉）,名詞,,Part2,514,
expense,①費用，経費 ②（at the ― of ～）（～を）犠牲（にして）,名詞,,Part2,515,
debt,借金,名詞,,Part2,516,
deposit,①預金 ②頭金，保証金 ③埋蔵物 、堆積物 ④～を預ける,名詞,,Part2,517,
charge,①料金 ②（主にin ―）責任，管理 ③（against ～）（～に対する）非難，告訴 ④～を請求する ⑤～を告訴する ⑥～を充電する,名詞,,Part2,518,
wage,①賃金<可算> ②（闘争，運動など）を行う,名詞,,Part2,519,
recession,不況，不景気,名詞,,Part2,520,
consume,～を消費する,他動詞,,Part2,521,
waste,①～を浪費する ②浪費，無駄 ③廃棄物〈不可算〉,他動詞,,Part2,522,
invest,①（A in B）（A）を（B に）投資する ②（A with B）（A）に（B を）与える,他動詞,,Part2,523,
import,①～を輸入する ②輸入，輸入品,他動詞,,Part2,524,
financial,財政的な，金銭的な,形容詞,,Part2,525,
hire,①～を（一時的に）雇う ②（金を払って短期間）～を借りる,他動詞,,Part2,526,
employ,①（人）を雇う ②（物，事）を用いる,他動詞,,Part2,527,
resign,①（as ～）（～を）辞職する ②（地位など）を辞める,自動詞,,Part2,528,
qualify,①（for ～）（～の）資格がある ②（as ～）（～としての）資格を得る ③～に資格を与える,自動詞,,Part2,529,
assign,①～を割り当てる ②～を配属する,他動詞,,Part2,530,
occupation,①職業〈可算〉 ②占有，占領〈不可算〉,名詞,,Part2,531,
career,①職業 ②経歴,名詞,,Part2,532,
profession,①（専門的な）職業 ②（the ―）同業者集団,名詞,,Part2,533,
unemployment,①失業 ②失業率（＝― rate），失業者数 （①②ともに〈不可算〉）,名詞,,Part2,534,
document,①書類，資料 ②～を記録する,名詞,,Part2,535,
department,①（組織の）部門，課 ②（大学の）学科 ③（米国などの）省,名詞,,Part2,536,
branch,①支店，支局 ②（学問の）部門 ③枝,名詞,,Part2,537,
retail,①小売り〈不可算〉 ②小売りされている,名詞,,Part2,538,
colleague,（from ～）（～の）同僚,名詞,,Part2,539,
system,①制度，組織 ②体系 （①②ともに〈可算〉）,名詞,,Part2,540,
structure,構造,名詞,,Part2,541,
architecture,建築（様式）〈不可算〉,名詞,,Part2,542,
construction,建設〈不可算〉,名詞,,Part2,543,
function,①機能 ②機能する,名詞,,Part2,544,
surface,①表面<可算> ②表面化する,名詞,,Part2,545,
aspect,側面<可算>,名詞,,Part2,546,
edge,①端 ②（ナイフなどの）刃 ③優位,名詞,,Part2,547,
makeup,①（物の）構成、構造 ②（人の）資質 ③化粧 ④（― exam）追試験,名詞,,Part2,548,
consist,①（of ～）（～で）構成されている ②（in ～）（～に）ある,自動詞,,Part2,549,
compose,①～を構成する，組み立てる ②～を作曲［作文］する ③～を落ち着かせる,他動詞,,Part2,550,
attach,①～をくっつける，添付する ②～に愛着を持たせる,他動詞,,Part2,551,
connect,①～をつなげる ②～を関連づける ③つながる,他動詞,,Part2,552,
relate,①（A to B）（A）を（B に）関連づける ②～を（順序立てて）話す ③（to ～）（～に）理解を示す,他動詞,,Part2,553,
associate,①（A with B）（A）を（B と）関連づける，（A）から（B を）連想する ②（with ～)（～と）付き合う ③同僚，共同経営者,他動詞,,Part2,554,
stick,①～を貼り付ける ②（舌や脚）を出す ③（to）（主義などを）守る，固執する,他動詞,,Part2,555,
thief,泥棒,名詞,,Part2,556,
crime,犯罪,名詞,,Part2,557,
motive,動機,名詞,,Part2,558,
punish,（（人）for ～）（人）を（～の理由で）罰する,他動詞,,Part2,559,
violate,①（法律など）に違反する ②（権利など）を侵害する,他動詞,,Part2,560,
legal,①合法の ②法律の，法的な,形容詞,,Part2,561,
enemy,①敵<可算> ②（形容詞的に）敵の,名詞,,Part2,562,
conflict,①対立，紛争 ②葛藤 ③（with ～）（～と）矛盾する,名詞,,Part2,563,
compete,①競争する ②（in ～）（競技などに）参加する,自動詞,,Part2,564,
defeat,①（相手）を打ち負かす ②敗北,他動詞,,Part2,565,
victim,犠牲者,名詞,,Part2,566,
obstacle,（to ～）（～に対する）障害〈可算〉,名詞,,Part2,567,
harm,①害〈不可算〉 ②～に害を与える,名詞,,Part2,568,
invade,①（プライバシーなど）を侵害する ②（国など）に侵入する，～を侵略する,他動詞,,Part2,569,
endanger,～を危険にさらす,他動詞,,Part2,570,
interrupt,①～を中断する ②～を遮る ③人の話を遮る,他動詞,,Part2,571,
spoil,①～を台無しにする ②（子ども）を甘やかす,他動詞,,Part2,572,
spectator,観客〈可算〉,名詞,,Part2,573,
relative,①（家族も含めて）親戚 ②相対的な,名詞,,Part2,574,
departure,①出発 ②逸脱,名詞,,Part2,575,
destination,①目的地 ②（tourist ―）観光地，旅行先（①②ともに<可算>）,名詞,,Part2,576,
transportation,交通機関〈不可算〉,名詞,,Part2,577,
vehicle,①（エンジンの付いた）車両 ②（思想，意見の）伝達手段,名詞,,Part2,578,
baggage,（旅行時の）手荷物<不可算>,名詞,,Part2,579,
via,①～経由で ②～によって,前置詞,,Part2,580,
lead,①（to ～）（～に）至る ②（a ～ life）（～な生活）を送る ③（A to do）A に～させる ④鉛，（シャーペンなどの）芯,自動詞,,Part2,581,
rise,①上がる，昇る ②上昇,自動詞,,Part2,582,
flow,①流れる ②流れ,自動詞,,Part2,583,
burst,①破裂する，爆発する ②（慣用句で）突然～し始める,自動詞,,Part2,584,
melt,①（固体が）溶ける ②～を溶かす,自動詞,,Part2,585,
commute,①通勤する ②通勤（距離）,自動詞,,Part2,586,
accompany,①（人が主語）～と一緒に行く ②（物が主語）～に伴う,他動詞,,Part2,587,
emit,（ガス、熱、光など）を排出する,他動詞,,Part2,588,
progress,①進歩，前進 〈不可算〉 ②進歩する，進む,名詞,,Part2,589,
advance,①進歩，前進 〈可算〉 ②（軍隊などが）前進する，進歩する ③事前の,名詞,,Part2,590,
deal,①（with～）（～を）扱う ②取り引き,自動詞,,Part2,591,
handle,①～を扱う ②（手で）～を扱う，触れる ③取っ手,他動詞,,Part2,592,
treat,①（副詞を伴って）～を扱う ②（病人，病気）を治療する ③（A to B)（A)に（Bを）おごる ④楽しみ,他動詞,,Part2,593,
clue,（to ～）（～の）手がかり,名詞,,Part2,594,
restrict,～を制限する,他動詞,,Part2,595,
limit,①（数量，範囲）を制限する ②制限,他動詞,,Part2,596,
forbid,～を禁じる,他動詞,,Part2,597,
ban,①禁止〈可算〉 ②～を禁止する,名詞,,Part2,598,
refuse,①（to do）～するのを拒む ②～を断る,他動詞,,Part2,599,
reject,①～を拒絶する ②（人）を拒む、除け者にする,他動詞,,Part2,600,
persuade,（A to do）（A）を説得して～させる,他動詞,,Part2,601,
convince,①（A of B）（A）に（Bを）確信させる，（A that SV）（A）に（～を）確信させる ②（A to do）（A）を説得して～させる,他動詞,,Part2,602,
inspire,①～を奮起させる，かき立てる ②（作品）に創作のヒントを与える,他動詞,,Part2,603,
discourage,～のやる気をなくさせる，落胆させる,他動詞,,Part2,604,
promote,①～を促進する ②（be［get］―d to ～）（～に）出世［昇進］する,他動詞,,Part2,605,
boost,～を促進させる，増大させる,他動詞,,Part2,606,
expand,①拡大する，膨張する ②～を拡大する，膨張させる,自動詞,,Part2,607,
extend,①～を延長する，広げる ②伸びる，広がる,他動詞,,Part2,608,
broaden,①～を広げる ②広がる,他動詞,,Part2,609,
spread,①～を広げる ②広がる ③広がり,他動詞,,Part2,610,
tie,①（荷物など）を縛る ②（ひも，ネクタイなど）を結ぶ ③ネクタイ（＝necktie)④（家族などの）きずな,他動詞,,Part2,611,
fasten,①～を固定する ②（ボタンなど）をかける，留める,他動詞,,Part2,612,
fix,①～を固定する ②～を修理する ③（主に 〈米〉）（食事，飲み物）を作る,他動詞,,Part2,613,
install,①（機械など）を設置する ②～をインストールする,他動詞,,Part2,614,
resist,①～を我慢する ②～に抵抗する,他動詞,,Part2,615,
obey,～に従う,他動詞,,Part2,616,
engage,①（in ～）（活動に）従事する ②（with ～）（理解のために、人や考えに）関与する ③（関心、注意など）を引く,自動詞,,Part2,617,
bump,（into ～）①（～に）ぶつかる ②（～に）偶然出会う,自動詞,,Part2,618,
bend,①身をかがめる ②～を曲げる ③（道の）カーブ,自動詞,,Part2,619,
hug,①（人）を （愛情こめて）抱きしめる ②抱擁,他動詞,,Part2,620,
stare,①（at ～）（～を）じっと見つめる ②凝視,自動詞,,Part2,621,
gaze,①（at［on］～）（～を）見つめる ②視線，凝視,自動詞,,Part2,622,
glance,①ちらりと見る ②ちらりと見ること,自動詞,,Part2,623,
glimpse,①～がちらりと見える ②ちらりと見えること,他動詞,,Part2,624,
stretch,①（手足や体）を伸ばす，広げる ②伸びる，広がる ③（ひと続きの）広がり,他動詞,,Part2,625,
stumble,①つまずく ②（across［into］～）（～に）偶然出会う,自動詞,,Part2,626,
press,①～を（強く）押す ②～を押しつける，勧める ③（the ―）報道機関，出版,他動詞,,Part2,627,
drag,～を（ずるずると）引きずる,他動詞,,Part2,628,
lean,①（against［on］～）（～に）寄りかかる ②（forward）身を乗り出す ③（健康的に）痩せている,自動詞,,Part2,629,
scratch,①～をひっかく，かく ②ひっかき傷,他動詞,,Part2,630,
bow,①おじぎする ②おじぎ,自動詞,,Part2,631,
nod,①うなずく ②（off）うたた寝する ③うなずき，会釈,自動詞,,Part2,632,
sigh,①ため息をつく ②ため息,自動詞,,Part2,633,
yawn,①あくびをする ②あくび,自動詞,,Part2,634,
sneeze,くしゃみをする,自動詞,,Part2,635,
bury,①～を埋める ②～を埋葬する,他動詞,,Part2,636,
perform,①～を遂行する ②～を演じる，演奏する ③（副詞を伴い）やる,他動詞,,Part2,637,
adopt,①～を採用する ②～を養子にする、（動物など）を引き取る,他動詞,,Part2,638,
escape,①（from ～）（～から）逃れる ②～を避ける ③逃亡,自動詞,,Part2,639,
scatter,①～をまき散らす ②（群衆などが）散る,他動詞,,Part2,640,
fold,①～を折る ②（up）～を折りたたむ ③（腕）を組む ④折りたためる,他動詞,,Part2,641,
hang,①～を掛ける ②～を絞首刑にする ③ぶら下がる,他動詞,,Part2,642,
release,①～を解放する ②（映画など）を発表する，出す ③（ガスなど）を放出する ④解放，発売,他動詞,,Part2,643,
strike,①～を打つ ②（災害が）～を襲う ③（考えが人）に思い浮かぶ ④（A as B）（A）に（B という）印象を与える ⑤ストライキ,他動詞,,Part2,644,
beat,①～を打つ ②～に勝つ,他動詞,,Part2,645,
protect,～を守る，保護する,他動詞,,Part2,646,
twist,①～を（ねじ）曲げる ②（体の一部）をひねる，捻挫する,他動詞,,Part2,647,
skip,～をサボる，抜かす,他動詞,,Part2,648,
expose,①～をさらす ②（秘密，犯罪など）を暴露する,他動詞,,Part2,649,
stir,①（液体など）を混ぜる ②（―up ）（感情など）を呼び覚ます,他動詞,,Part2,650,
shake,①～を振る ②～を揺さぶる ③（恐怖，寒さで）震える,他動詞,,Part2,651,
polish,～を磨く,他動詞,,Part2,652,
attend,①～に出席する，通う ②（to ～）（～に）注意を向ける ③（to ～）（～を）世話する,他動詞,,Part2,653,
imitate,～をまねる,他動詞,,Part2,654,
conduct,①～を行う ②（電気，熱）を伝える ③行為,他動詞,,Part2,655,
struggle,①苦闘する，もがく ②苦闘，もがくこと〈可算〉,自動詞,,Part2,656,
burn,①焼ける ②～を燃やす,自動詞,,Part2,657,
cheat,①ごまかす ②～をだます,自動詞,,Part2,658,
participate,（in ～）（～に）参加する,自動詞,,Part2,659,
exist,存在する,自動詞,,Part2,660,
arise,生じる,自動詞,,Part2,661,
occur,①生じる ②（to （人））（考えなどが（人）に）思いつく,自動詞,,Part2,662,
involve,①（be ―d in ～）（事件などに）巻き込まれる ②（be ―d in ～）（子育てなどに）参加する ③～を伴う,他動詞,,Part2,663,
require,～を必要とする,他動詞,,Part2,664,
counterpart,（to ～）（～に）対応する［（～と）同等の］人［物，事］,名詞,,Part2,665,
advent,①到来 ②（the A―）キリストの降臨,名詞,,Part2,666,
maintain,①～を維持する ②（that SV）（～）を（強く）主張する,他動詞,,Part2,667,
last,①（時間的に）続く ②（服などが）長持ちする （the last ～）③この前の～，最後の～ ④もっとも～でない ⑤（at ―）ついに,自動詞,,Part2,668,
persist,①持続する，残る ②（in［with］～）（～を）貫く，（～に）固執する,自動詞,,Part2,669,
examine,①～を調査する ②～を検査する,他動詞,,Part2,670,
gain,①～を増す ②～を得る ③利益，増加,他動詞,,Part2,671,
obtain,（資格，許可，情報など）を得る,他動詞,,Part2,672,
acquire,①～を習得する ②～を獲得する ③～を買収する,他動詞,,Part2,673,
search,①（A for B)（B（物）を求めてA（場所））を捜す ②捜索，調査,他動詞,,Part2,674,
logical,論理的な,形容詞,,Part2,675,
scholarship,①奨学金〈可算〉 ②学問、（人文科学の）学識〈不可算〉,名詞,,Part2,676,
instruction,（通例―s）指示,名詞,,Part2,677,
determine,①～を決める，～に大きく影響する ②（be ―d to do）～することを決意している ③（原因など）を特定する,他動詞,,Part2,678,
conclude,①（that SV）～と結論を下す,他動詞,,Part2,679,
distinguish,～を区別する,他動詞,,Part2,680,
classify,～を分類する,他動詞,,Part2,681,
estimate,①～を推定する，見積もる ②（for ～）（～の）見積もり,他動詞,,Part2,682,
organize,①（考えなど）をまとめる ②～を組織化する，取りまとめる,他動詞,,Part2,683,
recognize,①（知り合いなど）が誰だかわかる ②（that SV）～を認識する,他動詞,,Part2,684,
suppose,①（be ―d to do）～することになっている ②～と思う，仮定する,他動詞,,Part2,685,
assume,①～と思い込む，決めつける ②～を引き受ける,他動詞,,Part2,686,
care,①（否定文で）気にする ②世話をする ③世話，心配,自動詞,,Part2,687,
approve,①（of ～）（～を）認める，承認する ②～を承認する,自動詞,,Part2,688,
notice,①～に気がついている ②通知，掲示，注意,他動詞,,Part2,689,
aware,気づいている,形容詞,,Part2,690,
conscious,①意識している，気づいている ②意識がある,形容詞,,Part2,691,
concerned,①（with［about］～）（～に）関心を持っている，重視している ②（with ～）（～を）扱っている ③（about［for］～）（～を）懸念している,形容詞,,Part2,692,
regard,①（A as B）（A）を（B と）みなす ②（副詞を伴い）～を評価する ③（in ―）点 ④（―s）よろしくという挨拶,他動詞,,Part2,693,
commit,①（oneself to ～ / be ―ed to ～）～に専念する ②（A to B)（A）を（B に）委ねる，充てる ③（犯罪など）を犯す,他動詞,,Part2,694,
doubt,①～を疑う ②（that SV）～とは思わない ③疑い,他動詞,,Part2,695,
memorize,～を暗記する,他動詞,,Part2,696,
forgive,（人，過ち）を許す,他動詞,,Part2,697,
grant,①（take ～ for granted）～を当然のことと思う ②（権利など）を与える ③交付，補助金,他動詞,,Part2,698,
recall,①～を思い出す ②（商品）を回収する，リコールする,他動詞,,Part2,699,
outlook,①（人生，世界などに対する）考え方 ②（経済，天候などの）見通し,名詞,,Part2,700,
perspective,①（経験などで得られる）視点〈可算〉 ②（大局的な）見方，遠近法〈不可算〉,名詞,,Part2,701,
abandon,～を捨てる，放棄する,他動詞,,Part2,702,
eliminate,①（不要な人，物，事）を排除する ②（be ―d）敗退する,他動詞,,Part2,703,
rid,（get ― of ～）①（不要品）を処分する ②～を取り除く,他動詞,,Part2,704,
remove,①～を取り除く，取り去る ②（衣服）を脱ぐ,他動詞,,Part2,705,
resource,①（―s）（石油などの）資源，（人，国の）財産 ②（―s）（困難に立ち向かう）力量 ③（万一の頼みの）手段,名詞,,Part2,706,
conservation,①保護 ②保存,名詞,,Part2,707,
preserve,①（自然など）を保護する ②（景観，平和，食品など）を保つ,他動詞,,Part2,708,
disaster,①災害 ②大失敗,名詞,,Part2,709,
planet,①惑星 ②（the ―）地球,名詞,,Part2,710,
environment,環境，周囲（の状況）,名詞,,Part2,711,
horizon,①水平線，地平線 ②（―s）視野,名詞,,Part2,712,
layer,（大気や地面などの）層 <可算>,名詞,,Part2,713,
agriculture,農業〈不可算〉,名詞,,Part2,714,
crop,①作物 ②収穫（高)③（up）生じる,名詞,,Part2,715,
soil,土，土壌,名詞,,Part2,716,
weed,①雑草，海草 ②～の雑草を抜く,名詞,,Part2,717,
pollen,花粉,名詞,,Part2,718,
drown,溺れ死ぬ,自動詞,,Part2,719,
leak,①漏れる ②～を漏らす ③漏れ,自動詞,,Part2,720,
climate,①気候 ②（政治，経済，文化の）状況,名詞,,Part2,721,
atmosphere,①（the ―）大気 ②雰囲気 ③（the（Earth's）―）大気圏,名詞,,Part2,722,
forecast,①予報 ②～を予報する,名詞,,Part2,723,
humid,湿気が多い,形容詞,,Part2,724,
tropical,熱帯の,形容詞,,Part2,725,
solar,太陽の,形容詞,,Part2,726,
species,種〈単複同形〉,名詞,,Part2,727,
pesticide,（虫や小動物などの）殺虫剤、駆除剤,名詞,,Part2,728,
extinct,絶滅した,形容詞,,Part2,729,
feed,①～にえさを与える ②（子どもなど）を養う ③（on ～）（～を）常食とする,他動詞,,Part2,730,
energetic,（人，運動などが）活発な,形容詞,,Part2,731,
greedy,貪欲な,形容詞,,Part2,732,
brave,勇敢な,形容詞,,Part2,733,
generous,気前のよい,形容詞,,Part2,734,
intellectual,知的な,形容詞,,Part2,735,
curious,①（人が主語）好奇心が強い ②（物が主語）奇妙な，好奇心をそそる,形容詞,,Part2,736,
imaginative,想像力豊かな,形容詞,,Part2,737,
afford,①（can ―）～する余裕がある ②（SVO1O2）（O1に）O2を与える,他動詞,,Part2,738,
eager,熱心な,形容詞,,Part2,739,
selfish,利己的な，自分勝手な,形容詞,,Part2,740,
aggressive,①攻撃的な ②積極的な,形容詞,,Part2,741,
cruel,残酷な,形容詞,,Part2,742,
addicted,～の中毒になっている,形容詞,,Part2,743,
stubborn,頑固な,形容詞,,Part2,744,
bold,大胆な,形容詞,,Part2,745,
